2021-02-01 17:05:09.432254,slug,Mei,Critical Hit - Most in Game,1
2021-02-01 17:05:09.432254,slug,Mei,Critical Hit - Most in Life,1
2021-02-01 17:05:09.432254,slug,Mei,Hero Damage Done - Most in Game,852
2021-02-01 17:05:09.432254,slug,Mei,Hero Damage Done - Most in Life,807
2021-02-01 17:05:09.432254,slug,Mei,Weapon Accuracy - Best in Game,0.44
2021-02-01 17:05:09.432254,slug,Mei,Enemies Frozen - Avg per 10 Min,3.70
2021-02-01 17:05:09.432254,slug,Mei,Enemy Frozen,1
2021-02-01 17:05:09.432254,slug,Mei,Enemy Frozen - Most in Game,1
2021-02-01 17:05:09.432254,slug,Mei,All Damage Done - Avg per 10 Min,10539
2021-02-01 17:05:09.432254,slug,Mei,Critical Hits - Avg per 10 Min,3.70
2021-02-01 17:05:09.432254,slug,Mei,Deaths - Avg per 10 Min,7.39
2021-02-01 17:05:09.432254,slug,Mei,Hero Damage Done - Avg per 10 Min,3148
2021-02-01 17:05:09.432254,slug,Orisa,All Damage Done,63062
2021-02-01 17:05:09.432254,slug,Orisa,Barrier Damage Done,21866
2021-02-01 17:05:09.432254,slug,Orisa,Deaths,45
2021-02-01 17:05:09.432254,slug,Orisa,Eliminations,123
2021-02-01 17:05:09.432254,slug,Orisa,Final Blows,46
2021-02-01 17:05:09.432254,slug,Orisa,Hero Damage Done,40284
2021-02-01 17:05:09.432254,slug,Orisa,Multikill,1
2021-02-01 17:05:09.432254,slug,Orisa,Objective Kills,75
2021-02-01 17:05:09.432254,slug,Orisa,Objective Time,597
2021-02-01 17:05:09.432254,slug,Orisa,Solo Kills,7
2021-02-01 17:05:09.432254,slug,Orisa,Time Spent on Fire,362
2021-02-01 17:05:09.432254,slug,Orisa,Weapon Accuracy,0.26
2021-02-01 17:05:09.432254,slug,Orisa,Games Lost,6
2021-02-01 17:05:09.432254,slug,Orisa,Games Played,9
2021-02-01 17:05:09.432254,slug,Orisa,Games Won,3
2021-02-01 17:05:09.432254,slug,Orisa,Time Played,60
2021-02-01 17:05:09.432254,slug,Orisa,Win Percentage,0.33
2021-02-01 17:05:09.432254,slug,Orisa,All Damage Done - Most in Game,13092
2021-02-01 17:05:09.432254,slug,Orisa,All Damage Done - Most in Life,4326
2021-02-01 17:05:09.432254,slug,Orisa,Barrier Damage Done - Most in Game,4087
2021-02-01 17:05:09.432254,slug,Orisa,Eliminations - Most in Game,23
2021-02-01 17:05:09.432254,slug,Orisa,Eliminations - Most in Life,13
2021-02-01 17:05:09.432254,slug,Orisa,Final Blows - Most in Game,12
2021-02-01 17:05:09.432254,slug,Orisa,Hero Damage Done - Most in Game,8898
2021-02-01 17:05:09.432254,slug,Orisa,Hero Damage Done - Most in Life,2959
2021-02-01 17:05:09.432254,slug,Orisa,Kill Streak - Best,13
2021-02-01 17:05:09.432254,slug,Orisa,Multikill - Best,5
2021-02-01 17:05:09.432254,slug,Orisa,Objective Kills - Most in Game,21
2021-02-01 17:05:09.432254,slug,Orisa,Objective Time - Most in Game,167
2021-02-01 17:05:09.432254,slug,Orisa,Solo Kills - Most in Game,2
2021-02-01 17:05:09.432254,slug,Orisa,Time Spent on Fire - Most in Game,135
